Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B20 Property damage,B22 Graffiti,3,8.0,28.8
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,7,18.7,67.3
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,17,45.4,163.4
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,18,48.1,173.0
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,20,53.4,192.2
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,39,104.1,374.9
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B40 Theft,B43 Steal from a retail store,19,50.7,182.6
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,4,10.7,38.4
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,13,34.7,125.0
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B40 Theft,B49 Other theft,63,168.2,605.5
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3,8.0,28.8
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,17,45.4,163.4
2024,June,Swan Hill,Gannawarra,B Property and deception offences,B50 Deception,B54 State false information,3,8.0,28.8
2024,June,Swan Hill,Gannawarra,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,4,10.7,38.4
2024,June,Swan Hill,Gannawarra,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,6,16.0,57.7
2024,June,Swan Hill,Gannawarra,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,2.7,9.6
2024,June,Swan Hill,Gannawarra,C Drug offences,C30 Drug use and possession,C32 Drug possession,14,37.4,134.6
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,14,37.4,134.6
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,5,13.3,48.1
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,8.0,28.8
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,2,5.3,19.2
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,5,13.3,48.1
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,8.0,28.8
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,2.7,9.6
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,2.7,9.6
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,2.7,9.6
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,3,8.0,28.8
2024,June,Swan Hill,Gannawarra,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,9,24.0,86.5
2024,June,Swan Hill,Gannawarra,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,26,69.4,249.9
2024,June,Swan Hill,Gannawarra,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,4,10.7,38.4
2024,June,Swan Hill,Gannawarra,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,10,26.7,96.1
2024,June,Swan Hill,Gannawarra,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,53,141.5,509.4
2024,June,Swan Hill,Gannawarra,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,27,72.1,259.5
2024,June,Swan Hill,Gannawarra,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,32,85.4,307.6
2024,June,Swan Hill,Gannawarra,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,6,16.0,57.7
2024,June,Swan Hill,Gannawarra,F Other offences,F20 Transport regulation offences,F21 Public transport,1,2.7,9.6
2024,June,Swan Hill,Gannawarra,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,2,5.3,19.2
2024,June,Swan Hill,Gannawarra,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,2.7,9.6
2024,June,Swan Hill,Gannawarra,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,3,8.0,28.8
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,5.3,9.5
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,70,186.9,331.8
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,50,133.5,237.0
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",15,40.0,71.1
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,83,221.6,393.5
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,60,160.2,284.4
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,56,149.5,265.5
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,4,10.7,19.0
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,10,26.7,47.4
2024,June,Swan Hill,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3,8.0,14.2
2024,June,Swan Hill,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,2,5.3,9.5
2024,June,Swan Hill,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,6,16.0,28.4
2024,June,Swan Hill,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,17,45.4,80.6
2024,June,Swan Hill,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,28,74.8,132.7
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,4,10.7,19.0
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,13,34.7,61.6
2024,June,Swan Hill,Swan Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,9,24.0,42.7
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B10 Arson,B11 Cause damage by fire,17,45.4,80.6
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B10 Arson,B19 Other fire related offences,7,18.7,33.2
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B20 Property damage,B21 Criminal damage,153,408.5,725.3
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B20 Property damage,B22 Graffiti,14,37.4,66.4
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4,10.7,19.0
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,32,85.4,151.7
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,18,48.1,85.3
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,19,50.7,90.1
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,40,106.8,189.6
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B40 Theft,B43 Steal from a retail store,68,181.6,322.4
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,16,42.7,75.9
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,11,29.4,52.1
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B40 Theft,B49 Other theft,65,173.5,308.1
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2,5.3,9.5
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,53,141.5,251.3
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B50 Deception,B54 State false information,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,B Property and deception offences,B60 Bribery,B61 Bribery of officials,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,8,21.4,37.9
2024,June,Swan Hill,Swan Hill,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,5.3,9.5
2024,June,Swan Hill,Swan Hill,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,2,5.3,9.5
2024,June,Swan Hill,Swan Hill,C Drug offences,C30 Drug use and possession,C31 Drug use,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,C Drug offences,C30 Drug use and possession,C32 Drug possession,36,96.1,170.7
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,18,48.1,85.3
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,33,88.1,156.4
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,3,8.0,14.2
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,7,18.7,33.2
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,7,18.7,33.2
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,8.0,14.2
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,3,8.0,14.2
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,2,5.3,9.5
2024,June,Swan Hill,Swan Hill,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,12,32.0,56.9
2024,June,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,19,50.7,90.1
2024,June,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2,5.3,9.5
2024,June,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,4,10.7,19.0
2024,June,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,4,10.7,19.0
2024,June,Swan Hill,Swan Hill,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,179,477.9,848.6
2024,June,Swan Hill,Swan Hill,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,11,29.4,52.1
2024,June,Swan Hill,Swan Hill,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,89,237.6,421.9
2024,June,Swan Hill,Swan Hill,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,14,37.4,66.4
2024,June,Swan Hill,Swan Hill,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,2.7,4.7
2024,June,Swan Hill,Swan Hill,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,2.7,4.7
2024,June,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,12,16.2,90.9
2024,June,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,4,5.4,30.3
2024,June,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2,2.7,15.2
2024,June,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,14,18.9,106.1
2024,June,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,6,8.1,45.5
2024,June,Wangaratta,Alpine,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,28,37.7,212.1
2024,June,Wangaratta,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,1.3,7.6
2024,June,Wangaratta,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,2,2.7,15.2
2024,June,Wangaratta,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,1.3,7.6
2024,June,Wangaratta,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,1.3,7.6
2024,June,Wangaratta,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,5.4,30.3
2024,June,Wangaratta,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,2,2.7,15.2
2024,June,Wangaratta,Alpine,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,1.3,7.6
2024,June,Wangaratta,Alpine,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,1.3,7.6
2024,June,Wangaratta,Alpine,B Property and deception offences,B20 Property damage,B21 Criminal damage,43,57.9,325.8
2024,June,Wangaratta,Alpine,B Property and deception offences,B20 Property damage,B22 Graffiti,7,9.4,53.0
2024,June,Wangaratta,Alpine,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,1.3,7.6
2024,June,Wangaratta,Alpine,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,8,10.8,60.6
2024,June,Wangaratta,Alpine,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11,14.8,83.3
2024,June,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5,6.7,37.9
2024,June,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,18,24.3,136.4
2024,June,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B43 Steal from a retail store,13,17.5,98.5
2024,June,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,10,13.5,75.8
2024,June,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,3,4.0,22.7
2024,June,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B49 Other theft,24,32.3,181.8
2024,June,Wangaratta,Alpine,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,1.3,7.6
2024,June,Wangaratta,Alpine,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,13,17.5,98.5
2024,June,Wangaratta,Alpine,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,1.3,7.6
2024,June,Wangaratta,Alpine,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,3,4.0,22.7
2024,June,Wangaratta,Alpine,C Drug offences,C30 Drug use and possession,C32 Drug possession,10,13.5,75.8
2024,June,Wangaratta,Alpine,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,4,5.4,30.3
2024,June,Wangaratta,Alpine,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,1.3,7.6
2024,June,Wangaratta,Alpine,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.3,7.6
2024,June,Wangaratta,Alpine,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,1.3,7.6
2024,June,Wangaratta,Alpine,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,5,6.7,37.9
2024,June,Wangaratta,Alpine,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,1.3,7.6
2024,June,Wangaratta,Alpine,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,1.3,7.6
2024,June,Wangaratta,Alpine,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,4,5.4,30.3
2024,June,Wangaratta,Alpine,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2,2.7,15.2
2024,June,Wangaratta,Alpine,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,1.3,7.6
2024,June,Wangaratta,Alpine,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,20,27.0,151.5
2024,June,Wangaratta,Alpine,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,4,5.4,30.3
2024,June,Wangaratta,Alpine,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,4,5.4,30.3
2024,June,Wangaratta,Alpine,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,2.7,15.2
2024,June,Wangaratta,Alpine,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,1,1.3,7.6
2024,June,Wangaratta,Alpine,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,1.3,7.6
2024,June,Wangaratta,Moira,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.7,6.5
2024,June,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,63,84.9,204.3
2024,June,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,47,63.3,152.4
2024,June,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",15,20.2,48.6
2024,June,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,62,83.6,201.1
2024,June,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,44,59.3,142.7
2024,June,Wangaratta,Moira,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,49,66.0,158.9
2024,June,Wangaratta,Moira,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.3,3.2
2024,June,Wangaratta,Moira,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2,2.7,6.5
2024,June,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,15,20.2,48.6
2024,June,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,2.7,6.5
2024,June,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,5,6.7,16.2
2024,June,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,1.3,3.2
2024,June,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,14,18.9,45.4
2024,June,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,10,13.5,32.4
2024,June,Wangaratta,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,4.0,9.7
2024,June,Wangaratta,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,12,16.2,38.9
2024,June,Wangaratta,Moira,B Property and deception offences,B10 Arson,B11 Cause damage by fire,16,21.6,51.9
2024,June,Wangaratta,Moira,B Property and deception offences,B10 Arson,B12 Cause a bushfire,4,5.4,13.0
2024,June,Wangaratta,Moira,B Property and deception offences,B10 Arson,B19 Other fire related offences,11,14.8,35.7
2024,June,Wangaratta,Moira,B Property and deception offences,B20 Property damage,B21 Criminal damage,162,218.3,525.4
2024,June,Wangaratta,Moira,B Property and deception offences,B20 Property damage,B22 Graffiti,8,10.8,25.9
2024,June,Wangaratta,Moira,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,2.7,6.5
2024,June,Wangaratta,Moira,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,13,17.5,42.2
2024,June,Wangaratta,Moira,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,72,97.0,233.5
2024,June,Wangaratta,Moira,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,64,86.2,207.5
2024,June,Wangaratta,Moira,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,45,60.6,145.9
2024,June,Wangaratta,Moira,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,88,118.6,285.4
2024,June,Wangaratta,Moira,B Property and deception offences,B40 Theft,B43 Steal from a retail store,70,94.3,227.0
2024,June,Wangaratta,Moira,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,28,37.7,90.8
2024,June,Wangaratta,Moira,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,20,27.0,64.9
2024,June,Wangaratta,Moira,B Property and deception offences,B40 Theft,B49 Other theft,155,208.9,502.7
2024,June,Wangaratta,Moira,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3,4.0,9.7
2024,June,Wangaratta,Moira,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,58,78.2,188.1
2024,June,Wangaratta,Moira,B Property and deception offences,B50 Deception,B54 State false information,6,8.1,19.5
2024,June,Wangaratta,Moira,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,12,16.2,38.9
2024,June,Wangaratta,Moira,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,10,13.5,32.4
2024,June,Wangaratta,Moira,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,3,4.0,9.7
2024,June,Wangaratta,Moira,C Drug offences,C30 Drug use and possession,C31 Drug use,2,2.7,6.5
2024,June,Wangaratta,Moira,C Drug offences,C30 Drug use and possession,C32 Drug possession,64,86.2,207.5
2024,June,Wangaratta,Moira,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,17,22.9,55.1
2024,June,Wangaratta,Moira,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,18,24.3,58.4
2024,June,Wangaratta,Moira,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,4.0,9.7
2024,June,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,3,4.0,9.7
2024,June,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,3,4.0,9.7
2024,June,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,18,24.3,58.4
2024,June,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,4.0,9.7
2024,June,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,2,2.7,6.5
2024,June,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,2.7,6.5
2024,June,Wangaratta,Moira,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,1.3,3.2
2024,June,Wangaratta,Moira,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,8,10.8,25.9
2024,June,Wangaratta,Moira,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,24,32.3,77.8
2024,June,Wangaratta,Moira,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2,2.7,6.5
2024,June,Wangaratta,Moira,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,6,8.1,19.5
2024,June,Wangaratta,Moira,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,256,345.0,830.2
2024,June,Wangaratta,Moira,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,16,21.6,51.9
2024,June,Wangaratta,Moira,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,92,124.0,298.4
2024,June,Wangaratta,Moira,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,13,17.5,42.2
2024,June,Wangaratta,Moira,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2,2.7,6.5
2024,June,Wangaratta,Moira,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1.3,3.2
2024,June,Wangaratta,Moira,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,2,2.7,6.5
2024,June,Wangaratta,Moira,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1,1.3,3.2
2024,June,Wangaratta,Moira,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,1.3,3.2
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.7,6.6
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,45,60.6,149.2
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,40,53.9,132.6
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",18,24.3,59.7
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,68,91.6,225.4
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,47,63.3,155.8
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,57,76.8,188.9
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.3,3.3
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,1.3,3.3
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,1.3,3.3
2024,June,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,5,6.7,16.6
2024,June,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,6,8.1,19.9
